purchase_id,customer_id,product_id,purchase_date,quantity,total_amount
1717,166,5,8/15/2022 0:28,5,89.7
1718,166,10,9/23/2020 21:41,5,75
1719,166,3,8/12/2023 22:00,5,13.5
1720,166,12,10/16/2021 5:43,5,150
1721,166,13,5/27/2021 7:24,4,104.48
1722,166,12,11/6/2018 14:37,5,150
1723,166,12,11/2/2019 10:28,4,120
1724,166,12,5/22/2023 0:23,3,90
1725,166,1,11/1/2022 19:38,4,114.32
1726,167,4,9/27/2023 15:10,3,56.85
1727,167,8,6/26/2021 4:26,3,79.56
1728,167,12,9/8/2022 9:30,2,60
1729,167,7,2/6/2022 9:51,2,20
1730,167,2,1/16/2022 15:35,4,33.92
1731,167,14,12/16/2021 2:54,3,65.82
1732,168,4,12/16/2021 1:00,3,56.85
1733,168,5,9/30/2022 7:58,3,53.82
1734,168,6,1/4/2021 13:10,2,53.44
1735,168,9,3/3/2022 6:36,3,42.75
1736,168,2,5/18/2021 10:40,1,8.48
1737,168,7,4/24/2021 5:45,3,30
1738,168,4,4/23/2022 18:01,3,56.85
1739,169,11,3/26/2023 22:59,4,106.08
1740,169,6,11/4/2016 2:23,5,133.6
1741,169,9,3/2/2018 17:51,5,71.25
1742,169,13,3/14/2023 0:19,5,130.6
1743,169,11,8/8/2021 1:26,2,53.04
1744,169,6,1/14/2022 9:32,1,26.72
1745,170,8,1/18/2017 4:15,1,26.52
1746,170,8,6/24/2017 17:04,1,26.52
1747,170,3,1/16/2016 23:22,1,2.7
1748,170,5,5/27/2019 1:22,3,53.82
1749,170,10,11/1/2023 22:35,4,60
1750,170,13,9/22/2016 3:20,1,26.12
1751,170,3,11/25/2016 18:45,5,13.5
1752,170,7,6/22/2021 13:30,4,40
1753,170,1,9/4/2016 9:02,2,57.16
1754,170,13,10/26/2023 17:56,3,78.36
1755,170,4,7/25/2023 12:30,4,75.8
1756,171,2,2/1/2023 6:06,2,16.96
1757,171,2,11/22/2022 21:39,1,8.48
1758,171,8,6/8/2023 19:43,2,53.04
1759,171,12,8/21/2023 22:44,1,30
1760,171,4,3/1/2022 21:40,4,75.8
1761,172,5,12/4/2020 11:39,5,89.7
1762,172,9,9/16/2018 6:42,1,14.25
1763,172,2,10/26/2020 4:20,2,16.96
1764,172,9,3/6/2019 13:13,5,71.25
1765,172,8,5/30/2021 11:49,1,26.52
1766,172,7,1/28/2022 15:03,3,30
1767,172,9,5/12/2019 21:45,4,57
1768,172,2,9/19/2017 0:38,1,8.48
1769,172,1,8/17/2018 11:09,5,142.9
1770,172,3,7/4/2023 18:25,2,5.4
1771,172,10,1/28/2019 5:37,4,60
1772,172,8,8/20/2017 19:00,5,132.6
1773,172,1,6/19/2022 16:39,5,142.9
1774,173,8,5/8/2017 22:30,4,106.08
1775,173,2,9/26/2022 1:45,5,42.4
1776,173,9,5/14/2016 14:11,5,71.25
1777,173,10,4/2/2019 16:29,2,30
1778,173,10,9/21/2017 20:32,3,45
1779,173,9,4/8/2018 17:11,2,28.5
1780,173,10,6/4/2021 9:08,3,45
1781,173,14,7/29/2020 11:05,5,109.7
1782,173,3,9/19/2015 21:59,4,10.8
1783,173,7,2/21/2023 15:18,2,20
1784,173,1,1/13/2017 21:08,4,114.32
1785,173,1,6/22/2022 2:36,3,85.74
1786,174,12,7/12/2023 8:14,4,120
1787,174,8,7/22/2022 3:21,1,26.52
1788,174,9,8/22/2021 21:05,3,42.75
1789,174,8,10/21/2023 22:01,5,132.6
1790,174,13,5/11/2020 19:31,2,52.24
1791,174,6,2/16/2020 18:17,5,133.6
1792,174,1,7/14/2021 8:36,4,114.32
1793,174,9,7/7/2022 18:22,2,28.5
1794,175,9,10/30/2021 4:57,3,42.75
1795,175,10,4/30/2023 11:16,1,15
1796,175,7,1/27/2022 7:10,3,30
1797,175,9,1/5/2023 19:37,4,57
1798,175,13,7/30/2023 3:52,5,130.6
1799,175,13,6/17/2023 21:12,1,26.12
1800,175,13,1/21/2023 12:56,3,78.36
1801,175,12,1/19/2021 14:43,2,60
1802,175,11,7/13/2023 13:29,1,26.52
1803,175,12,8/18/2022 14:59,4,120
1804,175,10,10/30/2020 15:40,1,15
1805,175,14,3/16/2023 21:47,3,65.82
1806,175,3,1/15/2021 0:41,3,8.1
1807,175,3,2/28/2022 21:43,4,10.8
1808,175,10,11/23/2021 19:40,2,30
1809,175,1,7/23/2022 9:24,1,28.58
1810,175,11,10/17/2022 20:38,4,106.08
1811,175,1,4/22/2021 1:16,4,114.32
1812,176,8,9/6/2023 5:08,2,53.04
1813,176,2,5/17/2023 9:39,1,8.48
1814,176,3,5/29/2023 2:25,5,13.5
1815,176,13,11/30/2022 23:40,4,104.48
1816,176,8,11/26/2022 22:03,5,132.6
1817,176,4,2/26/2023 15:18,3,56.85
1818,176,3,6/9/2023 2:47,3,8.1
1819,176,13,9/21/2023 11:20,5,130.6
1820,176,3,9/14/2023 22:38,4,10.8
1821,177,1,1/3/2020 15:58,2,57.16
1822,177,14,4/26/2021 13:51,1,21.94
1823,177,13,10/17/2022 14:53,3,78.36
1824,177,5,4/17/2019 12:49,3,53.82
1825,177,10,8/19/2023 2:55,4,60
1826,177,12,7/4/2020 8:46,1,30
1827,177,9,5/23/2019 9:10,5,71.25
1828,177,4,12/11/2020 5:30,1,18.95
1829,177,11,4/26/2020 23:27,2,53.04
1830,177,12,6/26/2020 0:29,5,150
1831,177,1,8/3/2022 18:32,5,142.9
1832,177,8,9/7/2021 9:36,5,132.6
1833,177,5,8/19/2018 10:27,2,35.88
1834,178,4,6/23/2022 22:50,1,18.95
1835,178,1,2/17/2023 17:42,3,85.74
1836,178,9,11/16/2022 2:21,4,57
1837,178,10,4/13/2023 13:47,3,45
1838,179,13,9/30/2018 15:05,4,104.48
1839,179,2,3/8/2019 23:40,1,8.48
1840,179,10,5/10/2020 17:43,5,75
1841,179,1,6/28/2022 1:02,1,28.58
1842,179,2,4/8/2019 7:20,2,16.96
1843,179,6,10/27/2019 5:12,2,53.44
1844,179,10,8/10/2022 21:43,1,15
1845,179,1,12/6/2022 10:17,1,28.58
1846,179,9,7/16/2022 7:13,3,42.75
1847,180,8,7/12/2023 14:15,2,53.04
1848,180,11,11/1/2022 7:45,1,26.52
1849,180,6,12/31/2022 22:24,3,80.16
1850,180,6,8/8/2023 14:25,5,133.6
1851,180,12,1/10/2022 6:37,2,60
1852,180,1,3/9/2023 16:41,2,57.16
1853,180,5,2/16/2023 11:15,2,35.88
1854,180,1,9/30/2023 4:18,1,28.58
1855,180,1,12/7/2021 21:17,2,57.16
1856,180,4,8/20/2023 9:21,1,18.95
1857,180,1,4/12/2022 11:41,5,142.9
1858,180,4,3/8/2023 12:18,1,18.95
1859,181,2,11/24/2022 1:13,5,42.4
1860,181,6,1/2/2022 16:00,3,80.16
1861,181,3,7/9/2023 1:54,2,5.4
1862,181,4,7/8/2021 21:39,2,37.9
1863,181,10,11/9/2021 20:06,2,30
1864,181,10,6/9/2021 19:40,1,15
1865,181,11,1/4/2023 4:44,3,79.56
1866,182,12,7/9/2015 23:26,2,60
1867,182,1,8/30/2022 10:33,4,114.32
1868,182,4,4/1/2021 23:12,5,94.75
1869,182,9,5/9/2020 14:49,2,28.5
1870,182,13,10/6/2021 21:10,5,130.6
1871,182,6,3/2/2019 3:41,3,80.16
1872,182,5,7/7/2019 18:22,1,17.94
1873,182,5,7/13/2020 7:31,1,17.94
1874,183,4,12/13/2018 12:52,1,18.95
1875,183,14,9/2/2018 14:23,2,43.88
1876,183,9,9/29/2018 17:32,4,57
1877,183,6,6/29/2022 5:52,5,133.6
1878,183,12,10/31/2020 15:56,5,150
1879,183,10,3/18/2022 12:29,4,60
1880,183,6,3/22/2022 16:51,5,133.6
1881,183,7,6/16/2023 9:21,2,20
1882,183,13,11/29/2019 15:16,2,52.24
1883,183,5,10/26/2017 1:18,1,17.94
1884,183,12,3/17/2016 13:45,5,150
1885,183,6,12/31/2020 13:11,4,106.88
1886,183,13,12/4/2018 6:11,2,52.24
1887,183,11,6/12/2022 20:12,4,106.08
1888,183,14,12/6/2020 10:43,4,87.76
1889,183,5,4/26/2021 6:44,3,53.82
1890,183,9,1/6/2022 2:26,2,28.5
1891,183,12,4/11/2021 0:08,5,150
1892,183,11,6/3/2019 14:09,2,53.04
1893,184,12,6/6/2021 23:00,2,60
1894,184,2,11/2/2020 7:43,5,42.4
1895,184,14,8/30/2023 3:00,1,21.94
1896,184,13,5/7/2023 3:46,5,130.6
1897,184,11,1/18/2022 1:18,1,26.52
1898,184,5,10/3/2021 7:08,3,53.82
1899,184,11,1/10/2022 19:37,5,132.6
1900,184,9,5/12/2022 13:28,5,71.25
1901,184,10,5/17/2022 18:51,2,30
1902,184,12,12/10/2022 20:43,3,90
1903,184,9,11/18/2022 3:38,3,42.75
1904,184,14,7/7/2023 6:47,2,43.88
1905,185,10,6/17/2018 10:36,2,30
1906,185,5,6/29/2018 15:59,4,71.76
1907,185,8,6/1/2022 9:33,4,106.08
1908,185,14,2/17/2018 10:42,2,43.88
1909,185,1,1/6/2022 12:22,5,142.9
1910,185,7,6/30/2019 5:06,4,40
1911,185,1,11/7/2022 23:11,5,142.9
1912,185,13,5/6/2022 5:27,1,26.12
1913,185,2,9/12/2023 8:15,1,8.48
1914,185,14,9/26/2019 10:50,2,43.88
1915,185,4,9/11/2021 16:26,4,75.8
1916,185,14,8/3/2019 9:53,2,43.88
1917,185,10,12/3/2018 15:52,5,75
1918,185,8,1/18/2023 21:41,5,132.6
1919,185,13,7/9/2023 13:48,2,52.24
1920,185,9,8/12/2017 17:46,3,42.75
1921,185,10,5/28/2019 0:41,4,60
1922,185,14,10/20/2021 13:27,4,87.76
1923,185,6,4/11/2017 23:40,4,106.88
1924,186,9,1/13/2022 19:10,1,14.25
1925,186,9,12/20/2021 10:16,2,28.5
1926,186,2,5/29/2022 17:24,5,42.4
1927,186,4,12/7/2022 12:26,3,56.85
1928,186,14,12/4/2021 22:26,1,21.94
1929,186,13,6/5/2023 1:23,5,130.6
1930,186,13,1/24/2022 6:07,4,104.48
1931,186,11,10/18/2021 18:39,5,132.6
1932,186,9,2/7/2022 19:43,3,42.75
1933,186,1,3/2/2023 4:36,4,114.32
1934,186,5,3/7/2023 6:48,5,89.7
1935,187,4,12/29/2021 17:14,3,56.85
1936,187,10,6/7/2019 8:46,4,60
1937,187,8,7/22/2019 1:06,5,132.6
1938,187,12,8/6/2023 17:56,2,60
1939,187,6,2/24/2022 8:22,5,133.6
1940,187,12,3/6/2019 9:05,3,90
1941,187,13,9/25/2017 23:22,2,52.24
1942,188,2,12/21/2022 22:12,1,8.48
1943,188,14,10/17/2022 22:09,2,43.88
1944,188,13,1/31/2022 16:49,5,130.6
1945,188,9,4/7/2022 14:12,2,28.5
1946,188,14,7/24/2022 5:21,5,109.7
1947,188,9,3/19/2023 13:56,1,14.25
1948,189,7,10/7/2019 13:10,2,20
1949,189,6,9/27/2020 0:37,3,80.16
1950,189,7,1/5/2022 2:14,2,20
1951,189,10,9/27/2019 11:23,5,75
1952,189,6,4/20/2020 0:55,4,106.88
1953,189,12,11/6/2022 10:00,2,60
1954,189,9,2/19/2021 14:36,3,42.75
1955,189,2,10/11/2021 11:04,3,25.44
1956,189,13,10/14/2019 18:42,5,130.6
1957,189,2,10/9/2022 23:30,4,33.92
1958,189,10,6/2/2022 17:24,1,15
1959,189,6,5/15/2019 6:12,1,26.72
1960,189,13,11/13/2021 23:41,3,78.36
1961,190,7,5/3/2020 21:02,2,20
1962,190,11,10/20/2023 9:00,3,79.56
1963,190,9,2/14/2023 17:12,3,42.75
1964,190,12,5/22/2022 23:34,1,30
1965,190,4,6/13/2021 16:34,4,75.8
1966,190,7,5/22/2023 17:30,3,30
1967,190,13,1/19/2021 4:47,1,26.12
1968,190,13,6/30/2020 14:59,3,78.36
1969,190,8,11/25/2019 10:54,4,106.08
1970,190,14,11/16/2022 11:39,4,87.76
1971,190,2,8/15/2023 0:50,4,33.92
1972,190,3,6/18/2021 16:53,1,2.7
1973,190,1,3/21/2022 15:39,3,85.74
1974,190,4,8/4/2022 12:02,2,37.9
1975,190,7,5/21/2021 13:39,2,20
1976,190,2,5/22/2021 13:57,1,8.48
1977,190,11,3/20/2023 10:32,4,106.08
1978,190,3,9/13/2022 3:40,3,8.1
1979,190,2,5/23/2022 11:39,5,42.4
1980,190,4,6/3/2023 4:20,4,75.8
1981,191,2,7/13/2022 0:47,1,8.48
1982,191,13,7/15/2023 10:12,3,78.36
1983,191,2,6/27/2019 9:32,4,33.92
1984,191,2,11/14/2021 19:54,1,8.48
1985,191,10,1/16/2023 2:02,3,45
1986,192,6,9/27/2018 18:02,4,106.88
1987,192,14,12/8/2017 16:21,4,87.76
1988,192,3,12/19/2015 18:57,5,13.5
1989,192,9,9/9/2021 21:09,2,28.5
1990,192,14,6/27/2020 4:39,5,109.7
1991,192,9,6/6/2021 22:21,2,28.5
1992,192,14,7/6/2021 8:52,3,65.82
1993,192,1,3/23/2017 22:40,3,85.74
1994,192,12,11/11/2015 22:42,4,120
1995,192,5,12/29/2016 23:17,5,89.7
1996,192,3,5/26/2022 8:40,2,5.4
1997,192,4,5/30/2019 16:47,1,18.95
1998,192,12,4/14/2020 18:33,5,150
1999,192,8,3/20/2018 8:58,5,132.6
2000,192,2,3/14/2021 4:15,5,42.4
2001,192,3,9/27/2016 15:31,2,5.4
2002,192,12,8/23/2022 3:26,2,60
2003,192,6,6/1/2022 17:38,3,80.16
2004,192,1,12/14/2015 11:44,3,85.74
2005,193,7,3/10/2020 12:35,5,50
2006,193,8,11/16/2021 16:53,1,26.52
2007,193,10,7/27/2021 12:49,1,15
2008,193,11,10/12/2020 3:01,2,53.04
2009,193,1,8/16/2023 3:58,2,57.16
2010,193,10,10/5/2022 17:27,4,60
2011,193,8,8/12/2020 0:37,2,53.04
2012,193,11,8/15/2020 9:46,1,26.52
2013,193,3,5/12/2021 2:37,2,5.4
2014,193,10,8/28/2019 18:18,4,60
2015,193,5,6/13/2019 22:28,1,17.94
2016,193,1,2/17/2020 10:27,1,28.58
2017,193,1,12/14/2021 0:23,3,85.74
2018,193,10,6/2/2020 22:38,5,75
2019,193,8,4/30/2023 22:27,2,53.04
2020,193,1,6/2/2020 12:08,2,57.16
2021,194,11,7/16/2018 13:03,4,106.08
2022,194,8,4/14/2020 19:03,5,132.6
2023,194,5,2/14/2023 11:44,5,89.7
2024,194,2,2/22/2020 5:59,3,25.44
2025,194,14,10/13/2020 16:05,1,21.94
2026,194,14,4/6/2022 9:13,4,87.76
2027,194,12,10/12/2023 6:30,3,90
2028,194,2,2/2/2019 15:10,3,25.44
2029,194,11,7/16/2019 4:09,3,79.56
2030,194,4,1/1/2019 5:33,4,75.8
2031,194,14,6/24/2019 18:14,4,87.76
2032,194,11,1/31/2021 14:31,3,79.56
2033,194,6,11/27/2017 13:30,5,133.6
2034,194,14,1/25/2019 13:39,4,87.76
2035,194,2,10/29/2019 14:17,5,42.4
2036,195,14,7/1/2016 7:39,4,87.76
2037,195,4,11/17/2019 2:39,5,94.75
2038,195,12,8/12/2023 20:25,3,90
2039,195,1,8/26/2021 16:45,3,85.74
2040,195,3,9/3/2023 19:25,2,5.4
2041,196,11,11/6/2021 11:09,2,53.04
2042,196,4,7/17/2023 19:21,1,18.95
2043,196,2,8/21/2021 9:04,5,42.4
2044,196,8,10/27/2021 18:43,3,79.56
2045,197,4,12/22/2017 18:18,3,56.85
2046,197,10,1/9/2020 14:06,2,30
2047,197,8,11/7/2020 19:52,2,53.04
2048,197,3,7/7/2022 17:51,2,5.4
2049,197,4,2/11/2019 15:12,2,37.9
2050,197,5,10/15/2021 6:11,4,71.76
2051,197,3,6/14/2018 1:16,5,13.5
2052,197,14,11/6/2019 9:34,5,109.7
2053,197,14,12/1/2019 2:03,4,87.76
2054,197,13,1/28/2020 17:40,5,130.6
2055,197,6,6/17/2019 22:03,4,106.88
2056,197,1,1/29/2021 4:09,1,28.58
2057,197,10,7/27/2019 22:03,3,45
2058,197,2,10/5/2021 10:43,3,25.44
2059,197,8,6/23/2022 14:54,2,53.04
2060,197,9,8/27/2017 17:26,4,57
2061,197,5,11/6/2022 17:31,2,35.88
2062,198,4,7/19/2021 18:34,5,94.75
2063,198,10,5/17/2021 14:40,4,60
2064,198,10,1/22/2021 4:05,5,75
2065,198,7,1/28/2023 16:02,5,50
2066,198,13,7/16/2022 19:21,2,52.24
2067,199,10,5/23/2017 20:37,5,75
2068,199,13,5/29/2019 10:49,4,104.48
2069,199,2,5/3/2020 13:35,3,25.44
2070,199,4,9/20/2019 5:01,3,56.85
2071,199,4,8/8/2019 1:16,1,18.95
2072,199,11,9/14/2023 23:20,3,79.56
2073,199,7,12/7/2021 15:11,4,40
2074,199,2,4/20/2021 23:08,5,42.4
2075,199,8,2/2/2021 6:31,3,79.56
2076,199,8,8/9/2016 6:09,2,53.04
2077,199,14,3/24/2016 0:08,5,109.7
2078,199,10,7/12/2022 7:18,5,75
2079,199,4,11/17/2016 13:34,1,18.95
2080,199,6,4/9/2023 8:06,1,26.72
2081,199,10,9/1/2019 16:57,5,75
2082,199,13,8/6/2019 16:05,4,104.48
2083,199,2,10/31/2016 23:10,4,33.92
2084,199,10,10/11/2022 14:48,5,75
2085,200,9,4/16/2020 9:54,5,71.25
2086,200,1,4/10/2019 21:06,2,57.16
2087,200,1,11/15/2017 19:11,4,114.32
2088,200,3,1/10/2020 2:36,2,5.4
2089,200,12,5/12/2016 12:57,1,30
2090,200,2,1/26/2023 3:52,4,33.92
2091,200,2,7/28/2022 16:09,3,25.44
2092,200,2,12/18/2021 14:00,3,25.44
2093,200,12,10/1/2022 13:34,3,90
2094,200,2,12/13/2019 15:48,1,8.48
2095,201,1,1/6/2019 1:22,4,114.32
2096,201,1,12/19/2018 9:26,1,28.58
2097,201,14,7/20/2020 6:16,2,43.88
2098,201,3,2/19/2018 7:28,1,2.7
2099,201,10,6/4/2019 7:52,3,45
2100,201,8,6/4/2022 19:48,5,132.6
2101,201,6,4/1/2018 11:22,4,106.88
2102,201,11,4/5/2022 0:50,5,132.6
2103,202,9,8/24/2022 5:50,5,71.25
2104,202,11,5/24/2023 11:19,2,53.04
2105,202,2,10/3/2023 4:37,1,8.48
2106,202,7,3/24/2023 21:02,5,50
2107,202,6,6/29/2022 9:31,5,133.6
2108,202,14,10/25/2023 10:21,4,87.76
2109,202,13,11/15/2022 23:51,2,52.24
2110,202,3,5/27/2022 7:46,2,5.4
2111,202,5,12/9/2022 9:56,2,35.88
2112,202,2,9/13/2023 23:58,1,8.48
2113,202,7,10/12/2022 12:49,5,50
2114,202,11,8/29/2022 21:54,4,106.08
2115,202,14,3/18/2023 1:13,4,87.76
2116,202,4,3/13/2022 7:13,3,56.85
2117,202,9,5/31/2023 1:15,5,71.25
2118,202,13,6/28/2023 23:20,3,78.36
2119,202,7,7/1/2023 16:27,2,20
2120,202,11,7/8/2022 9:58,2,53.04
2121,202,10,1/14/2023 19:51,2,30
2122,203,8,10/3/2021 18:52,1,26.52
2123,203,9,1/20/2023 15:46,2,28.5
2124,203,12,1/25/2022 0:13,2,60
2125,204,2,10/21/2021 5:54,4,33.92
2126,204,11,1/25/2023 6:36,2,53.04
2127,204,7,9/26/2020 6:37,5,50
2128,204,4,12/28/2022 16:50,3,56.85
2129,204,11,1/5/2022 10:30,1,26.52
2130,205,8,11/11/2020 1:40,3,79.56
2131,205,13,11/3/2019 21:40,1,26.12
2132,205,2,7/28/2019 15:22,3,25.44
2133,205,5,3/22/2023 8:06,1,17.94
2134,205,2,7/2/2022 21:18,4,33.92
2135,206,2,8/13/2017 0:45,5,42.4
2136,206,3,7/6/2020 6:35,2,5.4
2137,206,2,11/10/2022 21:20,2,16.96
2138,206,10,9/9/2017 23:12,4,60
2139,206,4,10/24/2020 19:49,1,18.95
2140,206,14,6/6/2019 13:48,2,43.88
2141,206,12,11/12/2022 3:52,4,120
2142,206,2,11/20/2018 1:03,2,16.96
2143,206,10,7/31/2018 15:27,3,45
2144,206,5,8/2/2017 22:08,3,53.82
2145,206,3,10/8/2017 0:05,1,2.7
2146,206,3,4/14/2023 1:24,4,10.8
2147,206,9,10/20/2017 17:56,1,14.25
2148,206,3,5/6/2020 13:14,2,5.4
2149,206,14,4/13/2023 11:53,3,65.82
2150,207,5,3/24/2021 12:19,5,89.7
2151,207,14,8/3/2023 16:11,4,87.76
2152,207,4,8/29/2022 6:42,1,18.95
2153,207,9,10/5/2023 3:14,1,14.25
2154,207,3,8/21/2023 6:41,4,10.8
2155,207,3,1/25/2022 22:18,3,8.1
2156,207,9,10/25/2021 2:44,3,42.75
2157,207,8,7/11/2023 23:16,2,53.04
2158,207,13,11/2/2023 16:53,3,78.36
2159,207,8,7/31/2022 21:32,2,53.04
2160,207,11,11/25/2021 3:21,3,79.56
2161,207,4,9/19/2022 3:47,4,75.8
2162,207,11,12/8/2022 15:42,1,26.52
2163,207,14,2/14/2022 6:38,4,87.76
2164,207,10,2/19/2023 13:43,5,75
2165,207,11,1/29/2021 16:08,4,106.08
2166,207,8,3/27/2021 16:48,2,53.04
2167,207,1,11/13/2021 1:00,5,142.9
2168,208,12,11/12/2015 11:59,2,60
2169,208,7,5/20/2023 21:13,1,10
2170,208,8,1/17/2020 15:44,4,106.08
2171,208,5,12/7/2017 21:15,1,17.94
2172,208,9,6/3/2019 16:56,2,28.5
2173,208,5,11/21/2019 8:49,3,53.82
2174,208,5,8/15/2016 5:55,2,35.88
2175,208,2,9/20/2016 1:43,5,42.4
2176,208,1,4/14/2020 20:04,1,28.58
2177,208,13,10/19/2017 1:09,2,52.24
2178,208,3,10/8/2017 10:35,5,13.5
2179,208,7,1/30/2023 7:29,3,30
2180,208,12,12/31/2018 8:30,3,90
2181,208,2,4/9/2022 10:16,4,33.92
2182,208,1,5/30/2017 11:55,3,85.74
2183,208,14,1/1/2021 17:22,1,21.94
2184,209,6,5/4/2022 21:54,1,26.72
2185,209,8,10/6/2020 7:39,1,26.52
2186,209,11,8/27/2020 2:01,2,53.04
2187,209,10,2/21/2023 21:48,4,60
2188,209,12,6/18/2022 11:42,1,30
2189,209,1,12/31/2022 20:24,4,114.32
2190,209,3,3/2/2023 6:41,3,8.1
2191,209,9,2/18/2020 18:28,1,14.25
2192,210,1,1/24/2022 14:19,2,57.16
2193,210,6,5/30/2021 3:37,3,80.16
2194,210,5,4/3/2020 23:49,1,17.94
2195,210,5,4/5/2021 22:10,1,17.94
2196,210,6,10/29/2022 16:26,5,133.6
2197,210,2,9/18/2021 1:38,4,33.92
2198,210,5,5/8/2019 2:33,4,71.76
2199,210,12,12/13/2020 10:03,3,90
2200,210,4,10/1/2022 13:50,1,18.95
2201,210,7,6/26/2021 7:21,4,40
2202,210,10,11/2/2021 8:03,1,15
2203,210,2,3/18/2020 6:57,3,25.44
2204,210,5,6/30/2022 5:13,3,53.82
2205,210,9,1/6/2023 0:32,4,57
2206,211,12,3/16/2021 14:35,2,60
2207,211,13,5/12/2021 16:29,3,78.36
2208,211,3,5/21/2021 7:17,3,8.1
2209,211,9,1/5/2021 23:15,1,14.25
2210,211,3,3/15/2019 7:53,4,10.8
2211,211,11,6/20/2020 21:24,5,132.6
2212,211,6,2/12/2021 5:39,5,133.6
2213,211,1,11/30/2017 21:50,3,85.74
2214,211,14,12/6/2022 15:33,5,109.7
2215,211,8,3/19/2020 16:49,1,26.52
2216,211,4,3/7/2018 19:20,5,94.75
2217,211,2,2/13/2021 13:03,5,42.4
2218,211,2,12/2/2018 16:47,2,16.96
2219,211,1,11/27/2022 10:26,3,85.74
2220,211,1,12/12/2022 9:19,3,85.74
2221,211,6,11/4/2020 14:34,5,133.6
2222,211,10,1/6/2018 11:18,3,45
2223,211,3,7/18/2022 22:07,3,8.1
2224,211,3,8/23/2023 1:22,1,2.7
2225,212,2,4/6/2020 4:49,3,25.44
2226,212,10,2/5/2017 21:52,4,60
2227,212,1,8/27/2023 23:26,1,28.58
2228,212,3,5/9/2016 8:26,1,2.7
2229,212,3,2/3/2022 0:00,4,10.8
2230,212,13,9/25/2022 13:10,1,26.12
2231,212,12,9/29/2016 8:05,4,120
2232,212,11,10/12/2019 3:36,1,26.52
2233,212,1,11/29/2015 2:57,2,57.16
2234,212,6,10/29/2015 16:41,4,106.88
2235,212,5,4/23/2023 11:01,3,53.82
2236,212,2,1/30/2019 7:29,5,42.4
2237,212,10,7/10/2016 2:39,5,75
2238,212,9,1/24/2017 9:31,5,71.25
2239,212,5,11/5/2021 23:55,5,89.7
2240,212,11,10/10/2017 6:38,2,53.04
2241,212,3,6/27/2016 10:55,3,8.1
2242,212,9,5/10/2017 11:14,2,28.5
2243,212,7,6/19/2018 8:42,2,20
2244,212,6,5/11/2021 0:00,2,53.44
2245,213,8,3/24/2021 1:35,4,106.08
2246,213,2,3/27/2021 11:16,1,8.48
2247,213,3,4/21/2018 10:53,5,13.5
2248,213,11,8/2/2019 21:21,2,53.04
2249,213,6,8/8/2019 20:16,5,133.6
2250,213,2,5/27/2018 5:04,2,16.96
2251,213,3,1/29/2023 21:41,5,13.5
2252,213,13,9/27/2021 1:29,4,104.48
2253,213,10,4/19/2019 17:54,4,60
2254,213,8,3/29/2017 16:42,3,79.56
2255,213,14,11/9/2017 12:29,3,65.82
2256,213,8,5/23/2020 7:20,1,26.52
2257,214,13,11/5/2021 15:00,4,104.48
2258,214,3,11/22/2021 18:40,3,8.1
2259,214,3,6/22/2020 4:45,1,2.7
2260,214,1,11/19/2020 0:27,4,114.32
2261,214,4,3/20/2022 20:06,5,94.75
2262,214,14,10/19/2020 17:23,1,21.94
2263,214,14,6/14/2022 23:04,4,87.76
2264,214,6,7/21/2022 18:42,4,106.88
2265,214,1,1/4/2023 11:46,5,142.9
2266,214,5,3/15/2023 3:26,5,89.7
2267,214,10,2/2/2023 9:53,1,15
2268,214,13,1/13/2022 8:49,1,26.12
2269,214,7,7/27/2020 10:37,3,30
2270,215,9,2/12/2021 4:14,5,71.25
2271,216,3,9/13/2023 5:02,5,13.5
2272,216,10,3/18/2023 18:19,2,30
2273,216,6,7/10/2022 5:56,5,133.6
2274,216,10,3/25/2023 14:28,4,60
2275,216,14,4/12/2022 2:11,3,65.82
2276,216,9,7/28/2023 3:58,4,57
2277,216,4,3/29/2023 23:59,1,18.95
2278,216,14,7/24/2023 3:21,3,65.82
2279,216,14,10/27/2023 20:06,5,109.7
2280,216,6,8/9/2022 4:42,4,106.88
2281,216,11,4/26/2023 19:15,3,79.56
2282,216,14,2/28/2023 17:22,5,109.7
2283,216,4,6/13/2022 0:33,1,18.95
2284,216,11,5/30/2023 1:35,1,26.52
2285,216,5,10/18/2023 5:38,4,71.76
2286,216,14,2/26/2022 14:34,3,65.82
2287,216,13,9/22/2022 9:53,5,130.6
2288,216,6,4/16/2022 2:50,5,133.6
2289,217,9,7/19/2021 15:59,4,57
2290,217,13,9/26/2023 14:15,1,26.12
2291,217,11,6/15/2020 8:01,4,106.08
2292,217,11,9/15/2021 2:03,3,79.56
2293,217,14,8/7/2020 18:43,4,87.76
2294,217,2,7/3/2020 15:51,3,25.44
2295,217,13,2/13/2021 20:25,5,130.6
2296,217,13,1/29/2021 17:50,1,26.12
2297,218,14,6/27/2022 19:16,4,87.76
2298,218,2,4/21/2020 5:55,3,25.44
2299,218,13,6/21/2022 13:17,1,26.12
2300,218,6,5/25/2020 1:20,4,106.88
2301,218,13,9/28/2021 4:27,3,78.36
2302,219,11,12/17/2018 22:23,2,53.04
2303,219,4,2/10/2017 6:04,5,94.75
2304,220,9,12/7/2016 17:41,4,57
2305,220,6,2/23/2022 8:29,1,26.72
2306,220,6,2/17/2022 17:50,3,80.16
2307,220,4,10/20/2020 12:17,3,56.85
2308,220,12,9/30/2020 3:29,4,120
