Employee_ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany
3592,19,No,Non-Travel,Human Resources,16,FSc,Life Sciences,Male,Sales Representative,3,Divorced,3587,No,2,37,3,13
3593,57,No,Travel_Frequently,Research & Development,21,PHD,Marketing,Male,Manager,4,Single,33999,Yes,1,7,3,5
3594,41,No,Travel_Frequently,Human Resources,12,PHD,Marketing,Female,Manager,1,Married,18730,No,2,32,1,3
3595,35,No,Travel_Frequently,Research & Development,29,MS,Human Resources,Female,Laboratory Technician,2,Divorced,28535,No,2,40,4,6
3596,56,No,Travel_Rarely,Research & Development,29,PHD,Marketing,Male,Healthcare Representative,2,Single,22306,No,1,21,1,19
3597,60,Yes,Travel_Rarely,Sales,24,PHD,Marketing,Male,Research Scientist,4,Married,5078,No,4,11,4,12
3598,25,Yes,Travel_Rarely,Human Resources,30,MS,Technical Degree,Female,Healthcare Representative,1,Married,22220,No,4,7,3,15
3599,40,No,Travel_Frequently,Human Resources,24,PHD,Human Resources,Female,Sales Representative,4,Divorced,32320,No,2,3,2,12
3600,34,No,Travel_Frequently,Sales,12,MS,Human Resources,Female,Sales Representative,4,Divorced,37818,Yes,3,22,4,14
3601,27,No,Non-Travel,Human Resources,28,MS,Medical,Female,Manufacturing Director,1,Single,25949,Yes,1,31,1,12
3602,46,No,Travel_Rarely,Human Resources,7,PHD,Other,Male,Healthcare Representative,1,Married,31157,No,2,28,1,3
3603,52,No,Non-Travel,Sales,28,PHD,Life Sciences,Female,Sales Executive,2,Married,19476,No,3,38,2,0
3604,22,No,Non-Travel,Research & Development,12,BS,Other,Female,Human Resources,2,Divorced,6777,No,1,23,2,20
3605,29,No,Travel_Rarely,Human Resources,23,MS,Medical,Male,Manager,2,Married,2291,No,3,24,4,8
3606,28,No,Non-Travel,Human Resources,4,MS,Life Sciences,Female,Human Resources,3,Single,37382,No,4,13,3,8
3607,37,No,Travel_Frequently,Human Resources,18,PHD,Technical Degree,Female,Research Scientist,2,Divorced,18519,No,3,8,2,20
3608,59,No,Non-Travel,Human Resources,20,PHD,Life Sciences,Male,Laboratory Technician,3,Single,19267,No,3,37,3,0
3609,49,No,Non-Travel,Research & Development,27,PHD,Medical,Female,Manager,4,Married,22663,Yes,4,15,4,18
3610,48,No,Non-Travel,Research & Development,23,PHD,Marketing,Female,Sales Representative,4,Married,6269,Yes,3,39,1,11
3611,60,No,Travel_Rarely,Research & Development,9,PHD,Technical Degree,Female,Research Director,4,Single,39126,No,2,21,4,17
3612,60,Yes,Travel_Rarely,Sales,27,PHD,Technical Degree,Male,Sales Representative,4,Married,37218,No,1,2,4,17
3613,26,No,Travel_Frequently,Human Resources,14,MS,Medical,Male,Human Resources,2,Single,34296,No,4,30,3,6
3614,51,No,Travel_Frequently,Sales,16,PHD,Technical Degree,Male,Sales Representative,4,Divorced,24371,Yes,4,40,3,0
3615,19,No,Travel_Rarely,Sales,9,FSc,Medical,Male,Healthcare Representative,1,Single,19002,No,2,9,4,11
3616,56,Yes,Non-Travel,Sales,15,PHD,Life Sciences,Male,Research Scientist,2,Single,32929,No,1,22,1,0
3617,39,Yes,Travel_Frequently,Sales,28,PHD,Marketing,Male,Laboratory Technician,4,Divorced,1856,Yes,1,16,3,18
3618,28,No,Non-Travel,Sales,7,MS,Life Sciences,Male,Manager,3,Married,17975,No,3,31,1,20
3619,48,Yes,Travel_Rarely,Sales,18,PHD,Other,Female,Laboratory Technician,2,Single,39832,Yes,1,37,4,9
3620,37,Yes,Travel_Rarely,Sales,1,PHD,Other,Male,Human Resources,1,Divorced,34903,No,4,20,2,18
3621,18,No,Travel_Frequently,Sales,2,FSc,Marketing,Male,Laboratory Technician,4,Single,37046,No,1,36,1,12
3622,25,No,Travel_Frequently,Sales,10,MS,Marketing,Male,Human Resources,2,Single,18310,No,2,29,1,20
3623,20,No,Non-Travel,Human Resources,1,FSc,Medical,Female,Laboratory Technician,2,Divorced,23610,Yes,4,29,1,7
3624,23,No,Travel_Rarely,Human Resources,19,MS,Human Resources,Male,Manager,2,Married,11942,Yes,2,28,4,5
3625,58,No,Travel_Frequently,Human Resources,5,PHD,Human Resources,Male,Sales Executive,4,Married,33914,No,4,16,4,13
3626,37,No,Non-Travel,Research & Development,26,PHD,Medical,Male,Research Scientist,1,Single,17729,Yes,3,13,2,3
3627,23,No,Non-Travel,Human Resources,15,MS,Medical,Male,Research Director,1,Married,39728,No,2,32,1,13
3628,50,No,Non-Travel,Sales,3,PHD,Technical Degree,Female,Sales Executive,1,Divorced,6811,No,1,19,2,10
3629,47,No,Travel_Rarely,Research & Development,6,PHD,Technical Degree,Male,Research Director,4,Married,3835,No,2,29,1,15
3630,19,Yes,Non-Travel,Research & Development,9,FSc,Medical,Male,Sales Executive,4,Single,24501,Yes,1,27,3,4
3631,19,No,Non-Travel,Sales,15,FSc,Life Sciences,Male,Sales Executive,4,Single,16170,No,4,15,2,13
3632,58,No,Travel_Rarely,Human Resources,7,PHD,Marketing,Male,Laboratory Technician,2,Single,33527,No,4,13,4,8
3633,47,Yes,Travel_Frequently,Human Resources,28,PHD,Medical,Male,Sales Executive,2,Divorced,11823,No,3,27,1,13
3634,53,No,Travel_Rarely,Human Resources,5,PHD,Life Sciences,Female,Sales Representative,1,Married,36943,No,2,21,3,19
3635,19,No,Travel_Rarely,Research & Development,25,FSc,Life Sciences,Male,Sales Executive,4,Married,17996,No,3,37,4,19
3636,56,No,Travel_Rarely,Sales,1,PHD,Medical,Male,Manufacturing Director,4,Married,4904,No,1,5,4,4
3637,19,No,Travel_Rarely,Research & Development,19,FSc,Human Resources,Male,Manufacturing Director,3,Married,14305,Yes,2,22,1,5
3638,58,Yes,Non-Travel,Human Resources,26,PHD,Medical,Female,Laboratory Technician,2,Married,12271,No,4,11,4,11
3639,47,No,Travel_Rarely,Sales,2,PHD,Technical Degree,Male,Healthcare Representative,4,Divorced,32689,No,2,6,3,2
3640,51,No,Travel_Frequently,Research & Development,8,PHD,Medical,Male,Healthcare Representative,2,Single,15918,No,4,38,4,3
3641,43,Yes,Non-Travel,Research & Development,20,PHD,Human Resources,Female,Manufacturing Director,2,Single,27967,Yes,2,3,2,7
3642,34,No,Travel_Frequently,Human Resources,13,MS,Technical Degree,Male,Laboratory Technician,2,Single,31863,No,3,21,4,0
3643,37,No,Travel_Rarely,Research & Development,10,PHD,Marketing,Female,Healthcare Representative,3,Single,30179,No,4,25,2,19
3644,27,No,Travel_Rarely,Sales,17,MS,Marketing,Female,Sales Executive,3,Divorced,35956,No,1,4,4,16
3645,19,No,Non-Travel,Sales,22,FSc,Life Sciences,Male,Sales Executive,4,Divorced,22533,Yes,1,5,2,0
3646,48,No,Non-Travel,Sales,4,PHD,Human Resources,Male,Sales Executive,4,Single,12106,No,3,29,2,20
3647,20,No,Travel_Rarely,Sales,19,FSc,Medical,Male,Healthcare Representative,4,Single,10789,No,4,30,4,17
3648,36,No,Travel_Rarely,Human Resources,10,PHD,Medical,Female,Research Director,3,Single,33530,No,4,31,3,2
3649,47,No,Travel_Frequently,Human Resources,24,PHD,Medical,Female,Sales Executive,2,Married,15193,No,3,6,1,16
3650,37,No,Travel_Rarely,Human Resources,24,PHD,Marketing,Female,Research Scientist,3,Divorced,36969,No,2,24,4,10
3651,48,Yes,Travel_Rarely,Research & Development,7,PHD,Life Sciences,Female,Research Director,4,Divorced,10437,No,3,38,4,2
3652,29,No,Non-Travel,Human Resources,18,MS,Human Resources,Female,Manufacturing Director,1,Married,39845,No,1,3,2,17
3653,44,No,Travel_Frequently,Sales,23,PHD,Human Resources,Male,Sales Representative,3,Married,18205,No,2,26,2,17
3654,31,No,Travel_Rarely,Human Resources,4,MS,Other,Male,Manufacturing Director,3,Married,38971,No,1,9,3,11
3655,21,No,Non-Travel,Sales,5,BS,Medical,Female,Human Resources,1,Single,27182,Yes,3,39,3,9
3656,52,No,Travel_Rarely,Research & Development,17,PHD,Other,Male,Healthcare Representative,3,Married,39436,Yes,2,10,3,3
3657,58,Yes,Non-Travel,Human Resources,28,PHD,Medical,Female,Healthcare Representative,4,Married,24500,No,2,15,2,20
3658,18,No,Travel_Frequently,Human Resources,6,FSc,Other,Male,Healthcare Representative,2,Married,6054,No,2,31,3,8
3659,44,No,Travel_Rarely,Research & Development,11,PHD,Other,Female,Laboratory Technician,4,Single,19184,No,2,31,2,7
3660,54,No,Travel_Rarely,Research & Development,5,PHD,Life Sciences,Male,Sales Executive,4,Single,26415,No,3,21,4,20
3661,24,Yes,Travel_Frequently,Human Resources,17,MS,Medical,Male,Research Scientist,1,Married,3855,Yes,1,39,4,19
3662,42,Yes,Travel_Rarely,Research & Development,13,PHD,Other,Female,Manufacturing Director,3,Single,18077,No,4,25,3,13
3663,35,No,Travel_Frequently,Research & Development,19,MS,Human Resources,Female,Sales Executive,1,Divorced,26889,No,4,4,2,19
3664,46,No,Travel_Frequently,Research & Development,15,PHD,Medical,Female,Healthcare Representative,2,Divorced,20373,Yes,3,23,3,8
3665,44,No,Travel_Rarely,Human Resources,21,PHD,Human Resources,Male,Manager,1,Divorced,6740,Yes,3,33,2,15
3666,27,Yes,Non-Travel,Sales,12,MS,Marketing,Male,Manufacturing Director,1,Single,37433,Yes,2,9,2,3
3667,59,No,Travel_Rarely,Sales,14,PHD,Human Resources,Male,Research Director,4,Single,27808,No,2,13,1,3
3668,44,No,Non-Travel,Sales,18,PHD,Life Sciences,Male,Laboratory Technician,3,Married,36264,No,3,12,3,13
3669,46,No,Travel_Frequently,Human Resources,16,PHD,Technical Degree,Male,Research Director,4,Single,17786,No,1,26,2,12
3670,21,No,Travel_Rarely,Human Resources,30,BS,Other,Female,Human Resources,2,Married,27406,No,2,27,1,1
3671,21,Yes,Non-Travel,Sales,14,BS,Other,Male,Sales Representative,2,Divorced,11367,Yes,1,22,4,9
3672,43,No,Non-Travel,Sales,13,PHD,Other,Male,Sales Representative,2,Married,38711,No,2,10,4,7
3673,24,Yes,Non-Travel,Sales,12,MS,Human Resources,Male,Research Director,4,Married,17789,No,4,21,2,20
3674,45,No,Travel_Frequently,Human Resources,4,PHD,Human Resources,Female,Research Scientist,2,Married,6917,No,1,40,2,1
3675,58,No,Travel_Frequently,Human Resources,5,PHD,Marketing,Female,Research Director,4,Divorced,30368,No,4,9,3,2
3676,27,No,Non-Travel,Human Resources,29,MS,Life Sciences,Female,Manager,2,Divorced,18226,No,2,31,2,12
3677,22,No,Travel_Frequently,Human Resources,15,BS,Life Sciences,Female,Sales Representative,1,Single,15430,No,4,38,4,19
3678,29,Yes,Travel_Rarely,Research & Development,10,MS,Human Resources,Female,Research Scientist,3,Single,37859,No,3,38,2,7
3679,18,No,Travel_Rarely,Human Resources,21,FSc,Other,Female,Sales Representative,4,Single,29105,No,1,37,1,6
3680,48,No,Travel_Rarely,Research & Development,4,PHD,Other,Female,Manager,2,Married,22246,No,3,32,3,8
3681,37,No,Travel_Frequently,Human Resources,8,PHD,Other,Male,Human Resources,2,Divorced,34998,No,3,40,1,16
3682,56,No,Travel_Rarely,Human Resources,6,PHD,Technical Degree,Male,Human Resources,3,Single,39746,Yes,3,8,3,9
3683,30,No,Non-Travel,Research & Development,8,MS,Human Resources,Male,Manager,1,Married,30528,No,1,40,1,9
3684,58,No,Travel_Rarely,Research & Development,26,PHD,Other,Male,Research Director,1,Single,33345,No,4,37,4,1
3685,28,No,Travel_Frequently,Research & Development,3,MS,Marketing,Male,Sales Executive,3,Divorced,4157,No,2,38,1,0
3686,58,Yes,Travel_Frequently,Human Resources,17,PHD,Marketing,Female,Manager,4,Married,30094,Yes,4,23,2,15
3687,58,No,Travel_Rarely,Research & Development,28,PHD,Life Sciences,Female,Sales Executive,2,Divorced,18392,No,4,18,1,2
3688,52,No,Non-Travel,Research & Development,30,PHD,Other,Male,Research Director,1,Single,12948,No,3,40,4,5
3689,32,No,Travel_Frequently,Human Resources,27,MS,Marketing,Male,Human Resources,3,Single,16060,No,2,35,4,5
3690,35,No,Non-Travel,Sales,17,MS,Human Resources,Male,Manufacturing Director,3,Single,8745,No,2,23,3,10
3691,43,No,Travel_Rarely,Human Resources,1,PHD,Life Sciences,Female,Research Scientist,3,Divorced,1003,No,2,1,4,11
3692,21,Yes,Non-Travel,Sales,27,BS,Technical Degree,Male,Sales Representative,2,Divorced,26862,No,1,32,4,1
3693,34,No,Non-Travel,Human Resources,2,MS,Human Resources,Female,Research Scientist,3,Divorced,37279,Yes,2,17,2,18
3694,58,No,Travel_Frequently,Sales,14,PHD,Other,Female,Sales Representative,3,Single,14586,No,3,40,3,5
3695,43,No,Travel_Frequently,Sales,20,PHD,Life Sciences,Male,Sales Executive,3,Single,12351,No,4,29,2,3
3696,53,No,Travel_Rarely,Human Resources,24,PHD,Medical,Male,Manager,3,Divorced,20953,No,2,3,1,16
3697,52,No,Travel_Frequently,Research & Development,14,PHD,Other,Female,Healthcare Representative,3,Divorced,25639,No,3,30,1,17
3698,56,No,Travel_Rarely,Human Resources,29,PHD,Marketing,Male,Sales Executive,3,Married,11429,No,1,6,1,9
3699,57,Yes,Travel_Rarely,Sales,2,PHD,Medical,Female,Sales Representative,2,Divorced,15517,Yes,2,34,4,12
3700,56,No,Travel_Frequently,Research & Development,8,PHD,Other,Male,Manufacturing Director,2,Married,35333,No,4,3,2,6
3701,31,No,Travel_Frequently,Human Resources,25,MS,Life Sciences,Male,Healthcare Representative,1,Single,37980,No,4,13,4,8
3702,38,No,Travel_Frequently,Sales,16,PHD,Technical Degree,Female,Manufacturing Director,4,Single,24667,No,4,39,3,20
3703,40,No,Non-Travel,Sales,9,PHD,Life Sciences,Female,Sales Representative,1,Divorced,39991,Yes,4,37,3,12
3704,55,No,Travel_Rarely,Research & Development,17,PHD,Life Sciences,Male,Manager,2,Single,27312,No,1,6,1,3
3705,40,No,Non-Travel,Sales,10,PHD,Medical,Female,Sales Representative,4,Divorced,26499,No,4,30,2,4
3706,21,No,Non-Travel,Sales,3,BS,Marketing,Female,Human Resources,4,Married,11296,No,1,28,1,13
3707,39,No,Travel_Rarely,Human Resources,3,PHD,Life Sciences,Female,Healthcare Representative,3,Married,22413,No,1,38,2,1
3708,27,No,Travel_Frequently,Sales,21,MS,Marketing,Male,Manufacturing Director,1,Married,8909,No,2,40,1,8
3709,39,No,Travel_Rarely,Research & Development,21,PHD,Life Sciences,Male,Research Scientist,4,Divorced,16231,No,1,3,2,19
3710,38,No,Non-Travel,Human Resources,20,PHD,Marketing,Female,Manufacturing Director,2,Single,21547,No,4,18,3,10
3711,56,Yes,Travel_Frequently,Human Resources,15,PHD,Life Sciences,Male,Manager,3,Married,2049,No,3,4,3,4
3712,31,Yes,Non-Travel,Research & Development,2,MS,Marketing,Female,Sales Executive,3,Single,38869,No,4,38,1,3
3713,54,No,Non-Travel,Research & Development,11,PHD,Life Sciences,Male,Manager,3,Divorced,31880,No,3,20,2,17
3714,27,No,Travel_Rarely,Sales,1,MS,Medical,Male,Manager,2,Single,37996,Yes,3,4,1,14
3715,24,No,Non-Travel,Human Resources,30,MS,Technical Degree,Female,Manufacturing Director,4,Divorced,35631,No,1,7,2,14
3716,60,Yes,Travel_Frequently,Research & Development,18,PHD,Human Resources,Male,Sales Executive,4,Single,18127,Yes,2,10,4,4
3717,45,No,Non-Travel,Human Resources,28,PHD,Life Sciences,Female,Manufacturing Director,1,Divorced,12636,No,1,27,1,8
3718,20,No,Non-Travel,Sales,20,FSc,Medical,Female,Research Scientist,4,Single,26463,No,4,21,3,1
3719,35,No,Non-Travel,Research & Development,23,MS,Other,Female,Sales Executive,1,Single,22267,Yes,4,27,4,9
3720,33,No,Travel_Frequently,Human Resources,3,MS,Medical,Female,Human Resources,1,Single,25254,Yes,4,25,1,20
3721,59,No,Travel_Rarely,Sales,15,PHD,Human Resources,Female,Laboratory Technician,1,Married,26906,No,2,8,2,2
3722,31,No,Travel_Frequently,Research & Development,5,MS,Marketing,Male,Sales Executive,3,Divorced,14718,Yes,1,36,2,14
3723,58,No,Travel_Rarely,Research & Development,5,PHD,Technical Degree,Female,Laboratory Technician,1,Married,20466,Yes,3,6,4,0
3724,47,Yes,Travel_Rarely,Human Resources,24,PHD,Life Sciences,Male,Healthcare Representative,1,Single,14917,No,1,34,1,1
3725,39,Yes,Travel_Frequently,Human Resources,25,PHD,Technical Degree,Male,Laboratory Technician,1,Divorced,19640,No,1,14,1,6
3726,50,No,Non-Travel,Research & Development,2,PHD,Life Sciences,Female,Research Scientist,3,Married,24492,No,3,10,4,14
3727,30,No,Travel_Rarely,Human Resources,15,MS,Marketing,Male,Sales Representative,3,Divorced,36655,Yes,4,39,1,7
3728,51,No,Travel_Rarely,Research & Development,3,PHD,Marketing,Male,Laboratory Technician,2,Married,33977,No,4,37,2,20
3729,40,No,Travel_Frequently,Research & Development,17,PHD,Technical Degree,Female,Laboratory Technician,3,Married,3653,No,3,25,2,7
3730,28,Yes,Travel_Rarely,Research & Development,5,MS,Marketing,Female,Human Resources,1,Divorced,7996,Yes,1,27,3,20
3731,53,Yes,Non-Travel,Sales,16,PHD,Marketing,Male,Research Director,3,Married,23211,No,2,6,4,19
3732,19,No,Non-Travel,Sales,4,FSc,Human Resources,Female,Healthcare Representative,2,Divorced,24719,No,4,1,4,7
3733,45,Yes,Travel_Rarely,Research & Development,15,PHD,Medical,Female,Sales Executive,3,Single,9685,No,3,39,2,18
3734,44,No,Travel_Frequently,Human Resources,9,PHD,Human Resources,Female,Sales Executive,1,Divorced,2157,No,4,14,4,2
3735,44,No,Non-Travel,Human Resources,28,PHD,Medical,Male,Manufacturing Director,1,Divorced,5940,No,4,3,1,8
3736,31,No,Non-Travel,Sales,6,MS,Human Resources,Female,Healthcare Representative,4,Single,26122,No,2,39,3,2
3737,29,No,Travel_Frequently,Research & Development,13,MS,Medical,Male,Laboratory Technician,2,Single,15505,No,3,2,2,15
3738,21,No,Travel_Frequently,Human Resources,5,BS,Other,Male,Laboratory Technician,1,Married,29419,No,4,17,4,10
3739,20,No,Non-Travel,Sales,28,FSc,Other,Female,Human Resources,4,Married,9102,No,2,31,2,12
3740,19,Yes,Non-Travel,Sales,10,FSc,Marketing,Male,Human Resources,3,Single,11462,Yes,1,1,3,8
3741,45,No,Travel_Rarely,Human Resources,21,PHD,Life Sciences,Male,Laboratory Technician,2,Divorced,32639,No,1,4,3,5
3742,41,No,Travel_Rarely,Human Resources,4,PHD,Technical Degree,Male,Research Scientist,1,Single,1273,No,4,34,1,5
3743,26,No,Travel_Frequently,Research & Development,28,MS,Medical,Female,Human Resources,2,Divorced,17013,No,2,22,2,12
3744,41,No,Travel_Rarely,Human Resources,5,PHD,Medical,Male,Sales Executive,2,Married,24909,No,4,26,2,7
3745,45,No,Non-Travel,Human Resources,4,PHD,Marketing,Female,Laboratory Technician,4,Divorced,25440,No,1,1,2,11
3746,36,No,Travel_Rarely,Sales,5,PHD,Marketing,Male,Research Scientist,4,Divorced,29240,No,3,12,2,17
3747,53,No,Non-Travel,Sales,12,PHD,Life Sciences,Male,Research Director,4,Divorced,19662,Yes,1,24,3,7
3748,32,Yes,Non-Travel,Sales,20,MS,Human Resources,Male,Research Scientist,1,Single,37665,No,3,29,3,6
3749,23,No,Non-Travel,Sales,3,MS,Technical Degree,Female,Manager,4,Married,24559,No,3,16,2,5
3750,21,Yes,Travel_Frequently,Human Resources,19,BS,Technical Degree,Male,Manufacturing Director,1,Married,21462,Yes,2,26,4,13
3751,54,No,Travel_Rarely,Human Resources,3,PHD,Other,Male,Human Resources,4,Married,15076,Yes,4,4,3,9
3752,37,No,Travel_Frequently,Human Resources,7,PHD,Other,Female,Research Scientist,2,Married,37041,No,1,5,1,11
3753,49,No,Non-Travel,Sales,2,PHD,Life Sciences,Male,Human Resources,4,Divorced,32177,No,4,15,1,10
3754,37,No,Travel_Frequently,Sales,5,PHD,Marketing,Female,Sales Representative,1,Married,19715,No,2,4,2,5
3755,27,No,Travel_Frequently,Research & Development,30,MS,Technical Degree,Female,Sales Executive,1,Divorced,4201,No,4,19,4,2
3756,40,Yes,Travel_Rarely,Human Resources,1,PHD,Medical,Male,Manager,3,Single,23900,No,4,30,2,7
3757,41,No,Travel_Frequently,Research & Development,18,PHD,Life Sciences,Female,Human Resources,4,Single,9435,No,3,34,4,17
3758,32,No,Non-Travel,Sales,22,MS,Human Resources,Male,Healthcare Representative,3,Divorced,15737,No,1,21,3,14
3759,35,Yes,Non-Travel,Human Resources,16,MS,Technical Degree,Male,Manufacturing Director,3,Divorced,19059,No,3,1,4,4
3760,27,Yes,Travel_Frequently,Sales,22,MS,Life Sciences,Female,Sales Representative,2,Married,12151,No,3,37,3,10
3761,37,No,Travel_Frequently,Research & Development,21,PHD,Life Sciences,Male,Sales Representative,3,Single,34026,No,4,6,4,5
3762,31,Yes,Travel_Frequently,Human Resources,23,MS,Marketing,Female,Sales Representative,1,Divorced,4122,No,3,29,1,6
3763,50,Yes,Non-Travel,Human Resources,11,PHD,Marketing,Female,Manager,3,Married,15566,No,2,11,1,7
3764,57,No,Travel_Rarely,Research & Development,4,PHD,Other,Female,Manager,1,Single,9024,No,1,34,2,12
3765,37,No,Non-Travel,Sales,14,PHD,Medical,Female,Research Scientist,1,Divorced,33936,No,2,26,2,8
3766,59,No,Travel_Rarely,Research & Development,15,PHD,Other,Male,Healthcare Representative,1,Divorced,17938,No,4,5,4,8
3767,26,No,Travel_Frequently,Human Resources,1,MS,Human Resources,Male,Human Resources,1,Single,9077,No,4,19,3,19
3768,32,No,Travel_Frequently,Human Resources,26,MS,Medical,Male,Human Resources,3,Divorced,11043,No,2,16,1,9
3769,47,No,Travel_Frequently,Research & Development,20,PHD,Technical Degree,Female,Research Director,1,Single,12509,Yes,1,8,4,0
3770,28,Yes,Travel_Frequently,Sales,12,MS,Life Sciences,Female,Human Resources,2,Married,12017,No,1,40,1,18
3771,60,Yes,Travel_Frequently,Research & Development,25,PHD,Human Resources,Female,Sales Executive,1,Divorced,38229,Yes,1,9,1,11
3772,26,Yes,Travel_Rarely,Research & Development,30,MS,Human Resources,Female,Sales Representative,4,Single,21934,No,2,20,2,1
3773,49,No,Non-Travel,Sales,1,PHD,Other,Male,Human Resources,1,Married,19698,No,4,8,1,20
3774,26,No,Travel_Rarely,Research & Development,15,MS,Other,Female,Sales Representative,3,Divorced,7782,No,3,8,4,4
3775,43,No,Travel_Frequently,Research & Development,6,PHD,Technical Degree,Male,Sales Executive,2,Divorced,27492,No,4,27,2,0
3776,34,Yes,Travel_Rarely,Human Resources,15,MS,Other,Male,Research Director,3,Married,28120,Yes,1,23,4,9
3777,32,No,Travel_Rarely,Sales,5,MS,Human Resources,Male,Healthcare Representative,1,Single,31340,No,1,17,3,3
3778,39,No,Non-Travel,Sales,7,PHD,Other,Female,Laboratory Technician,2,Married,29462,No,3,4,2,17
3779,31,No,Non-Travel,Research & Development,10,MS,Medical,Male,Manufacturing Director,1,Divorced,29390,No,3,10,4,16
3780,48,No,Travel_Rarely,Research & Development,1,PHD,Medical,Female,Human Resources,3,Married,6827,No,4,20,2,18
3781,47,No,Travel_Frequently,Research & Development,3,PHD,Technical Degree,Male,Research Director,1,Married,25987,No,4,15,2,8
3782,43,No,Travel_Frequently,Human Resources,6,PHD,Other,Male,Research Director,3,Single,15315,Yes,1,13,1,13
3783,45,Yes,Non-Travel,Human Resources,30,PHD,Marketing,Female,Sales Representative,2,Single,27979,No,3,3,2,5
3784,59,No,Travel_Rarely,Sales,30,PHD,Marketing,Male,Sales Executive,3,Divorced,31381,No,2,10,2,20
3785,42,No,Travel_Frequently,Research & Development,4,PHD,Technical Degree,Male,Sales Representative,4,Married,30161,No,1,31,3,16
3786,21,No,Travel_Frequently,Human Resources,26,BS,Medical,Male,Manufacturing Director,4,Single,7567,No,4,19,3,4
3787,52,No,Travel_Frequently,Research & Development,6,PHD,Marketing,Male,Healthcare Representative,4,Divorced,15719,No,1,4,4,14
3788,34,No,Travel_Rarely,Sales,16,MS,Technical Degree,Female,Sales Executive,2,Married,28894,No,4,9,3,19
3789,23,Yes,Non-Travel,Sales,15,MS,Medical,Male,Research Scientist,1,Single,39235,Yes,4,2,2,13
3790,54,Yes,Non-Travel,Human Resources,16,PHD,Technical Degree,Female,Healthcare Representative,3,Divorced,28466,Yes,4,33,4,6
3791,21,No,Travel_Rarely,Research & Development,21,BS,Marketing,Male,Sales Representative,1,Single,4466,No,4,1,2,12
3792,29,No,Non-Travel,Sales,22,MS,Other,Male,Sales Executive,2,Divorced,1055,No,3,35,3,11
3793,27,Yes,Non-Travel,Research & Development,25,MS,Marketing,Female,Healthcare Representative,1,Single,23470,No,1,16,1,12
3794,25,Yes,Travel_Frequently,Research & Development,20,MS,Human Resources,Male,Manufacturing Director,4,Single,10382,No,1,31,2,4
3795,24,No,Travel_Rarely,Research & Development,24,MS,Other,Female,Human Resources,3,Married,30042,No,4,21,4,19
3796,48,No,Travel_Rarely,Sales,14,PHD,Marketing,Female,Research Director,4,Single,16360,No,1,20,3,14
3797,42,No,Travel_Rarely,Human Resources,8,PHD,Human Resources,Male,Sales Representative,2,Married,26065,No,4,25,3,18
3798,43,No,Non-Travel,Human Resources,16,PHD,Medical,Male,Sales Representative,2,Single,2812,Yes,1,39,1,12
3799,60,No,Travel_Frequently,Sales,7,PHD,Medical,Female,Research Scientist,1,Married,5939,No,2,28,3,5
3800,52,Yes,Travel_Rarely,Research & Development,25,PHD,Medical,Female,Manufacturing Director,4,Divorced,32527,Yes,2,8,3,17
3801,25,No,Travel_Frequently,Research & Development,19,MS,Life Sciences,Female,Research Scientist,2,Divorced,20785,No,1,11,2,4
3802,22,No,Travel_Frequently,Sales,5,BS,Life Sciences,Female,Human Resources,3,Single,28937,No,3,26,2,14
3803,33,No,Travel_Rarely,Human Resources,21,MS,Human Resources,Male,Human Resources,3,Single,20903,No,1,12,1,18
3804,22,Yes,Non-Travel,Sales,28,BS,Human Resources,Male,Laboratory Technician,2,Divorced,24815,No,2,33,2,15
3805,43,No,Non-Travel,Human Resources,27,PHD,Other,Male,Healthcare Representative,4,Single,14469,No,4,10,4,8
3806,38,No,Travel_Frequently,Sales,15,PHD,Other,Female,Research Director,4,Married,36832,Yes,4,6,4,14
3807,57,No,Travel_Rarely,Human Resources,13,PHD,Medical,Female,Laboratory Technician,1,Married,37745,Yes,3,27,3,17
3808,35,No,Travel_Frequently,Sales,29,MS,Medical,Female,Research Director,3,Divorced,33302,No,4,5,4,3
3809,30,No,Non-Travel,Human Resources,28,MS,Marketing,Female,Manager,1,Married,5844,No,1,34,4,17
3810,26,No,Travel_Frequently,Research & Development,19,MS,Other,Male,Healthcare Representative,1,Married,21633,Yes,1,31,4,3
3811,46,Yes,Travel_Frequently,Research & Development,30,PHD,Human Resources,Male,Manufacturing Director,4,Divorced,35194,No,1,27,2,12
3812,36,No,Travel_Rarely,Human Resources,30,PHD,Technical Degree,Female,Research Director,1,Divorced,28419,Yes,4,23,1,13
3813,42,No,Travel_Frequently,Sales,29,PHD,Other,Female,Sales Executive,3,Single,36911,No,3,23,2,17
3814,45,No,Travel_Frequently,Research & Development,30,PHD,Human Resources,Female,Healthcare Representative,2,Divorced,33534,Yes,3,35,1,10
3815,55,No,Travel_Frequently,Human Resources,19,PHD,Technical Degree,Female,Research Director,2,Married,14899,No,3,32,1,2
3816,54,Yes,Travel_Frequently,Human Resources,25,PHD,Marketing,Female,Healthcare Representative,4,Married,9849,No,1,2,3,8
3817,57,No,Non-Travel,Research & Development,23,PHD,Life Sciences,Male,Human Resources,1,Divorced,3605,No,2,10,3,6
